Time used: 1188.696697473526 seconds.
10000,5.764898954893323e-05,2.9104592695317543e-05
20000,5.2867266281218396e-05,1.1824606496046404e-05
30000,5.409755993082939e-05,1.1469044268511169e-05
40000,5.289135817185085e-05,1.0641881776427129e-05
50000,5.314844241388757e-05,7.930996685410738e-06
60000,5.3465090567948815e-05,8.126395535721677e-06
70000,5.291038454660659e-05,7.939001132544906e-06
80000,5.3405892948214754e-05,7.488643704571822e-06
90000,5.3873441837652264e-05,6.437182113283807e-06
100000,5.342341532608116e-05,6.054121558652412e-06
110000,5.247716309282222e-05,5.07412195041006e-06
120000,5.209425420606189e-05,5.445214435781795e-06
130000,5.386018909228136e-05,5.213003649540015e-06
140000,5.354195989947166e-05,5.233769804089672e-06
150000,5.409795021227268e-05,5.872013855673328e-06
160000,5.2775995871851626e-05,4.702106035568069e-06
170000,5.348223948216067e-05,4.572256617940015e-06
180000,5.2926936092663366e-05,4.60183868505124e-06
190000,5.220317012786549e-05,5.158029421430724e-06
200000,5.374637917295002e-05,5.1619863069013565e-06
