Time used: 3549.826751470566 seconds.
10000,0.22125,0.0030233259830855196
20000,0.143105,0.0015916108192645592
30000,0.10977333333333335,0.001201369588798087
40000,0.09073500000000001,0.0007997812200845909
50000,0.07848200000000001,0.000643580608781838
60000,0.06906166666666666,0.0007025370690101227
70000,0.06224714285714285,0.00034858606526647025
80000,0.056493749999999995,0.0004732286049046489
90000,0.051555555555555556,0.00045788024743119736
100000,0.047893000000000005,0.000310195099896824
110000,0.04461727272727273,0.0004071357318293629
120000,0.04187833333333334,0.0002325044802435724
130000,0.03955076923076923,0.0003249251165437144
140000,0.03745,0.00029021455820809353
150000,0.03548,0.0002476018309033005
160000,0.03385375,0.000196397237760616
170000,0.03226294117647059,0.00018674131395891118
180000,0.03110555555555556,0.00020344259359556183
190000,0.029813684210526315,0.0003040647984592266
200000,0.028715499999999998,0.0002561488824882902
